participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decisions,player.decisions_initial,player.decisions_final,player.show_ai,player.points,player.decisions_result,player.subsession_id,player.group_id,player.payoff,group.id_in_subsession,group.subsession_id,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,3myxq3j1,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:06:25.083255+00:00,1,,,610,3,"{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}",{},,10,"{""1438057"": 0, ""1534293"": -10, ""1470353"": 0, ""3158207"": 0, ""1529432"": 0, ""1334596"": 10, ""3235599"": 0, ""1857226"": 0, ""1625556"": 0, ""1439480"": 10}",161,161,10,1,161,1,zgfiy52m,sep27-2:30-4subj,,,,,0
4,h6ccbgq7,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:01.342991+00:00,1,,,430,4,"{""1334596"":""Approve"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Reject"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1334596"":""Approve"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Reject"",""3235599"":""Approve""}","{""1334596"":""Approve"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Reject"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Reject"",""3235599"":""Reject""}",,20,"{""1438057"": 0, ""1534293"": 10, ""1470353"": 0, ""3158207"": 0, ""1529432"": 0, ""1334596"": -10, ""3235599"": 0, ""1857226"": 10, ""1625556"": 0, ""1439480"": 10}",161,161,20,1,161,1,zgfiy52m,sep27-2:30-4subj,,,,,0
5,lbhq3fy6,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:05:53.049927+00:00,1,,,0,5,{},{},{},,0,{},161,161,0,1,161,1,zgfiy52m,sep27-2:30-4subj,,,,,0
6,u72dcyga,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:06:47.931118+00:00,1,,,0,6,{},{},{},,0,{},161,161,0,1,161,1,zgfiy52m,sep27-2:30-4subj,,,,,0
1,yg85x5wp,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:24.997829+00:00,1,,,510,1,"{""1227988"":""Approve"",""1325134"":""Approve"",""1347768"":""Approve"",""1508178"":""Reject"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Approve"",""2175528"":""Reject"",""3105437"":""Reject"",""3154245"":""Reject""}","{""1227988"":""Approve"",""1325134"":""Approve"",""1347768"":""Approve"",""1508178"":""Approve"",""1531491"":""Approve"",""1683861"":""Reject"",""1866661"":""Approve"",""2175528"":""Reject"",""3105437"":""Reject"",""3154245"":""Reject""}","{""1227988"":""Approve"",""1325134"":""Approve"",""1347768"":""Approve"",""1508178"":""Reject"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Approve"",""2175528"":""Reject"",""3105437"":""Reject"",""3154245"":""Reject""}",,40,"{""3154245"": 0, ""1227988"": 10, ""1683861"": 10, ""2175528"": 0, ""1531491"": 0, ""1347768"": 10, ""1325134"": -10, ""1866661"": 10, ""3105437"": 0, ""1508178"": 10}",162,162,40,1,162,2,zgfiy52m,sep27-2:30-4subj,,,,,0
2,asxpxd4p,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:04:40.529722+00:00,1,,,540,2,"{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Approve"",""1531491"":""Approve"",""1683861"":""Approve"",""1866661"":""Approve"",""2175528"":""Reject"",""3105437"":""Approve"",""3154245"":""Approve""}","{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Approve"",""1531491"":""Approve"",""1683861"":""Approve"",""1866661"":""Approve"",""2175528"":""Reject"",""3105437"":""Approve"",""3154245"":""Approve""}",{},,10,"{""3154245"": 10, ""1227988"": 0, ""1683861"": -10, ""2175528"": 0, ""1531491"": 10, ""1347768"": 0, ""1325134"": -10, ""1866661"": 10, ""3105437"": 10, ""1508178"": -10}",162,162,10,1,162,2,zgfiy52m,sep27-2:30-4subj,,,,,0
3,3myxq3j1,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:06:25.083255+00:00,1,,,610,3,"{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Reject"",""1531491"":""Approve"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Reject"",""3105437"":""Reject"",""3154245"":""Approve""}","{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Reject"",""1531491"":""Approve"",""1683861"":""Reject"",""1866661"":""Approve"",""2175528"":""Reject"",""3105437"":""Reject"",""3154245"":""Approve""}","{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Reject"",""1531491"":""Approve"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Reject"",""3105437"":""Reject"",""3154245"":""Approve""}",,30,"{""3154245"": 10, ""1227988"": 0, ""1683861"": 10, ""2175528"": 0, ""1531491"": 10, ""1347768"": 0, ""1325134"": -10, ""1866661"": 0, ""3105437"": 0, ""1508178"": 10}",162,162,30,1,162,2,zgfiy52m,sep27-2:30-4subj,,,,,0
4,h6ccbgq7,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:01.342991+00:00,1,,,430,4,"{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Reject"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Reject"",""3105437"":""Reject"",""3154245"":""Approve""}","{""1227988"":""Approve"",""1325134"":""Approve"",""1347768"":""Approve"",""1508178"":""Approve"",""1531491"":""Approve"",""1683861"":""Approve"",""1866661"":""Approve"",""2175528"":""Approve"",""3105437"":""Approve"",""3154245"":""Approve""}","{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Reject"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Reject"",""3105437"":""Reject"",""3154245"":""Approve""}",,20,"{""3154245"": 10, ""1227988"": 0, ""1683861"": 10, ""2175528"": 0, ""1531491"": 0, ""1347768"": 0, ""1325134"": -10, ""1866661"": 0, ""3105437"": 0, ""1508178"": 10}",162,162,20,1,162,2,zgfiy52m,sep27-2:30-4subj,,,,,0
5,lbhq3fy6,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:05:53.049927+00:00,1,,,0,5,{},{},{},,0,{},162,162,0,1,162,2,zgfiy52m,sep27-2:30-4subj,,,,,0
6,u72dcyga,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:06:47.931118+00:00,1,,,0,6,{},{},{},,0,{},162,162,0,1,162,2,zgfiy52m,sep27-2:30-4subj,,,,,0
1,yg85x5wp,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:24.997829+00:00,1,,,510,1,"{""1358466"":""Approve"",""1530989"":""Approve"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Reject"",""3155053"":""Reject"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Reject"",""3235332"":""Approve""}","{""1358466"":""Approve"",""1530989"":""Approve"",""2215152"":""Reject"",""2485187"":""Reject"",""2794690"":""Reject"",""3155053"":""Reject"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Approve"",""3235332"":""Approve""}","{""1358466"":""Approve"",""1530989"":""Approve"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Reject"",""3155053"":""Reject"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Reject"",""3235332"":""Approve""}",,30,"{""3198607"": 0, ""3235332"": 10, ""1530989"": -10, ""3161131"": 10, ""2215152"": 0, ""3155823"": 10, ""2485187"": 10, ""3155053"": 10, ""2794690"": 0, ""1358466"": -10}",163,163,30,1,163,3,zgfiy52m,sep27-2:30-4subj,,,,,0
2,asxpxd4p,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:04:40.529722+00:00,1,,,540,2,"{""1358466"":""Reject"",""1530989"":""Approve"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Approve"",""3155823"":""Approve"",""3161131"":""Approve"",""3198607"":""Reject"",""3235332"":""Reject""}","{""1358466"":""Reject"",""1530989"":""Approve"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Approve"",""3155823"":""Approve"",""3161131"":""Approve"",""3198607"":""Reject"",""3235332"":""Reject""}",{},,10,"{""3198607"": 0, ""3235332"": 0, ""1530989"": -10, ""3161131"": -10, ""2215152"": 0, ""3155823"": 10, ""2485187"": 10, ""3155053"": -10, ""2794690"": 10, ""1358466"": 10}",163,163,10,1,163,3,zgfiy52m,sep27-2:30-4subj,,,,,0
3,3myxq3j1,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:06:25.083255+00:00,1,,,610,3,"{""1358466"":""Reject"",""1530989"":""Reject"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Approve"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Approve"",""3235332"":""Approve""}","{""1358466"":""Reject"",""1530989"":""Reject"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Approve"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Approve"",""3235332"":""Approve""}",{},,70,"{""3198607"": 10, ""3235332"": 10, ""1530989"": 10, ""3161131"": 10, ""2215152"": 0, ""3155823"": 10, ""2485187"": 10, ""3155053"": -10, ""2794690"": 10, ""1358466"": 10}",163,163,70,1,163,3,zgfiy52m,sep27-2:30-4subj,,,,,0
4,h6ccbgq7,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:01.342991+00:00,1,,,430,4,"{""1358466"":""Approve"",""1530989"":""Approve"",""2215152"":""Approve"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Approve"",""3155823"":""Approve"",""3161131"":""Approve"",""3198607"":""Approve"",""3235332"":""Approve""}","{""1358466"":""Approve"",""1530989"":""Approve"",""2215152"":""Approve"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Approve"",""3155823"":""Approve"",""3161131"":""Approve"",""3198607"":""Approve"",""3235332"":""Approve""}",{},,20,"{""3198607"": 10, ""3235332"": 10, ""1530989"": -10, ""3161131"": -10, ""2215152"": 10, ""3155823"": 10, ""2485187"": 10, ""3155053"": -10, ""2794690"": 10, ""1358466"": -10}",163,163,20,1,163,3,zgfiy52m,sep27-2:30-4subj,,,,,0
5,lbhq3fy6,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:05:53.049927+00:00,1,,,0,5,{},{},{},,0,{},163,163,0,1,163,3,zgfiy52m,sep27-2:30-4subj,,,,,0
6,u72dcyga,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:06:47.931118+00:00,1,,,0,6,{},{},{},,0,{},163,163,0,1,163,3,zgfiy52m,sep27-2:30-4subj,,,,,0
1,yg85x5wp,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:24.997829+00:00,1,,,510,1,"{""1282615"":""Approve"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Reject"",""2383131"":""Approve"",""2836762"":""Reject"",""2905247"":""Approve"",""3159632"":""Reject"",""3163768"":""Approve""}","{""1282615"":""Approve"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Approve"",""2309025"":""Reject"",""2383131"":""Approve"",""2836762"":""Reject"",""2905247"":""Reject"",""3159632"":""Reject"",""3163768"":""Approve""}","{""1282615"":""Approve"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Reject"",""2383131"":""Approve"",""2836762"":""Reject"",""2905247"":""Approve"",""3159632"":""Reject"",""3163768"":""Approve""}",,60,"{""1282615"": -10, ""2383131"": 10, ""2905247"": 10, ""1687729"": 0, ""2309025"": 0, ""1816424"": 10, ""3163768"": 10, ""3159632"": 10, ""1677240"": 10, ""2836762"": 10}",164,164,60,1,164,4,zgfiy52m,sep27-2:30-4subj,,,,,0
2,asxpxd4p,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:04:40.529722+00:00,1,,,540,2,"{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Reject"",""2383131"":""Reject"",""2836762"":""Reject"",""2905247"":""Approve"",""3159632"":""Approve"",""3163768"":""Approve""}","{""1282615"":""Approve"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Approve"",""2309025"":""Reject"",""2383131"":""Reject"",""2836762"":""Approve"",""2905247"":""Approve"",""3159632"":""Approve"",""3163768"":""Approve""}","{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Reject"",""2383131"":""Reject"",""2836762"":""Reject"",""2905247"":""Approve"",""3159632"":""Approve"",""3163768"":""Approve""}",,50,"{""1282615"": 10, ""2383131"": 0, ""2905247"": 10, ""1687729"": 0, ""2309025"": 0, ""1816424"": 10, ""3163768"": 10, ""3159632"": -10, ""1677240"": 10, ""2836762"": 10}",164,164,50,1,164,4,zgfiy52m,sep27-2:30-4subj,,,,,0
3,3myxq3j1,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:06:25.083255+00:00,1,,,610,3,"{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Reject"",""2383131"":""Reject"",""2836762"":""Reject"",""2905247"":""Approve"",""3159632"":""Approve"",""3163768"":""Approve""}","{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Approve"",""1816424"":""Reject"",""2309025"":""Reject"",""2383131"":""Approve"",""2836762"":""Reject"",""2905247"":""Approve"",""3159632"":""Approve"",""3163768"":""Approve""}","{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Reject"",""2383131"":""Reject"",""2836762"":""Reject"",""2905247"":""Approve"",""3159632"":""Approve"",""3163768"":""Approve""}",,50,"{""1282615"": 10, ""2383131"": 0, ""2905247"": 10, ""1687729"": 0, ""2309025"": 0, ""1816424"": 10, ""3163768"": 10, ""3159632"": -10, ""1677240"": 10, ""2836762"": 10}",164,164,50,1,164,4,zgfiy52m,sep27-2:30-4subj,,,,,0
4,h6ccbgq7,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:01.342991+00:00,1,,,430,4,"{""1282615"":""Approve"",""1677240"":""Approve"",""1687729"":""Approve"",""1816424"":""Approve"",""2309025"":""Approve"",""2383131"":""Approve"",""2836762"":""Approve"",""2905247"":""Reject"",""3159632"":""Reject"",""3163768"":""Approve""}","{""1282615"":""Approve"",""1677240"":""Approve"",""1687729"":""Approve"",""1816424"":""Approve"",""2309025"":""Approve"",""2383131"":""Approve"",""2836762"":""Approve"",""2905247"":""Reject"",""3159632"":""Reject"",""3163768"":""Approve""}",{},,30,"{""1282615"": -10, ""2383131"": 10, ""2905247"": 0, ""1687729"": 10, ""2309025"": 10, ""1816424"": -10, ""3163768"": 10, ""3159632"": 10, ""1677240"": 10, ""2836762"": -10}",164,164,30,1,164,4,zgfiy52m,sep27-2:30-4subj,,,,,0
5,lbhq3fy6,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:05:53.049927+00:00,1,,,0,5,{},{},{},,0,{},164,164,0,1,164,4,zgfiy52m,sep27-2:30-4subj,,,,,0
6,u72dcyga,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:06:47.931118+00:00,1,,,0,6,{},{},{},,0,{},164,164,0,1,164,4,zgfiy52m,sep27-2:30-4subj,,,,,0
1,yg85x5wp,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:24.997829+00:00,1,,,510,1,"{""1286676"":""Approve"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Reject"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}","{""1286676"":""Approve"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Reject"",""2379196"":""Approve"",""3160349"":""Reject"",""3265412"":""Reject""}","{""1286676"":""Approve"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Reject"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}",,60,"{""1411592"": 10, ""2365728"": 0, ""2379196"": 0, ""3265412"": 10, ""3160349"": 10, ""1608199"": 0, ""1468720"": 10, ""1286676"": 10, ""1600462"": 0, ""1587833"": 10}",165,165,60,1,165,5,zgfiy52m,sep27-2:30-4subj,,,,,0
2,asxpxd4p,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:04:40.529722+00:00,1,,,540,2,"{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Reject"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Approve"",""3265412"":""Reject""}","{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Reject"",""1600462"":""Approve"",""1608199"":""Approve"",""2365728"":""Approve"",""2379196"":""Approve"",""3160349"":""Approve"",""3265412"":""Approve""}","{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Reject"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Approve"",""3265412"":""Reject""}",,30,"{""1411592"": 10, ""2365728"": 10, ""2379196"": 0, ""3265412"": 10, ""3160349"": -10, ""1608199"": 0, ""1468720"": 10, ""1286676"": 0, ""1600462"": 0, ""1587833"": 0}",165,165,30,1,165,5,zgfiy52m,sep27-2:30-4subj,,,,,0
3,3myxq3j1,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:06:25.083255+00:00,1,,,610,3,"{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Reject"",""1587833"":""Reject"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Reject"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}","{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Reject"",""1600462"":""Approve"",""1608199"":""Approve"",""2365728"":""Approve"",""2379196"":""Approve"",""3160349"":""Approve"",""3265412"":""Approve""}","{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Reject"",""1587833"":""Reject"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Reject"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}",,30,"{""1411592"": 10, ""2365728"": 0, ""2379196"": 0, ""3265412"": 10, ""3160349"": 10, ""1608199"": 0, ""1468720"": 0, ""1286676"": 0, ""1600462"": 0, ""1587833"": 0}",165,165,30,1,165,5,zgfiy52m,sep27-2:30-4subj,,,,,0
4,h6ccbgq7,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:01.342991+00:00,1,,,430,4,"{""1286676"":""Approve"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Approve"",""1608199"":""Approve"",""2365728"":""Reject"",""2379196"":""Approve"",""3160349"":""Reject"",""3265412"":""Approve""}","{""1286676"":""Approve"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Approve"",""1608199"":""Approve"",""2365728"":""Reject"",""2379196"":""Approve"",""3160349"":""Reject"",""3265412"":""Approve""}",{},,70,"{""1411592"": 10, ""2365728"": 0, ""2379196"": 10, ""3265412"": -10, ""3160349"": 10, ""1608199"": 10, ""1468720"": 10, ""1286676"": 10, ""1600462"": 10, ""1587833"": 10}",165,165,70,1,165,5,zgfiy52m,sep27-2:30-4subj,,,,,0
5,lbhq3fy6,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:05:53.049927+00:00,1,,,0,5,{},{},{},,0,{},165,165,0,1,165,5,zgfiy52m,sep27-2:30-4subj,,,,,0
6,u72dcyga,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:06:47.931118+00:00,1,,,0,6,{},{},{},,0,{},165,165,0,1,165,5,zgfiy52m,sep27-2:30-4subj,,,,,0
1,yg85x5wp,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:24.997829+00:00,1,,,510,1,"{""1403327"":""Approve"",""1455164"":""Approve"",""1490388"":""Reject"",""1524519"":""Approve"",""1696113"":""Approve"",""2080779"":""Reject"",""2218127"":""Approve"",""2794783"":""Reject"",""2826396"":""Reject"",""3236738"":""Reject""}","{""1403327"":""Approve"",""1455164"":""Approve"",""1490388"":""Reject"",""1524519"":""Approve"",""1696113"":""Approve"",""2080779"":""Reject"",""2218127"":""Approve"",""2794783"":""Reject"",""2826396"":""Reject"",""3236738"":""Reject""}",{},,30,"{""3236738"": 0, ""1524519"": 10, ""1403327"": -10, ""2826396"": 10, ""1455164"": 10, ""1696113"": 10, ""2794783"": 0, ""1490388"": 0, ""2218127"": -10, ""2080779"": 10}",166,166,30,1,166,6,zgfiy52m,sep27-2:30-4subj,,,,,0
2,asxpxd4p,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:04:40.529722+00:00,1,,,540,2,"{""1403327"":""Reject"",""1455164"":""Approve"",""1490388"":""Reject"",""1524519"":""Approve"",""1696113"":""Reject"",""2080779"":""Reject"",""2218127"":""Reject"",""2794783"":""Reject"",""2826396"":""Reject"",""3236738"":""Approve""}","{""1403327"":""Reject"",""1455164"":""Approve"",""1490388"":""Reject"",""1524519"":""Approve"",""1696113"":""Reject"",""2080779"":""Reject"",""2218127"":""Reject"",""2794783"":""Reject"",""2826396"":""Reject"",""3236738"":""Approve""}",{},,70,"{""3236738"": 10, ""1524519"": 10, ""1403327"": 10, ""2826396"": 10, ""1455164"": 10, ""1696113"": 0, ""2794783"": 0, ""1490388"": 0, ""2218127"": 10, ""2080779"": 10}",166,166,70,1,166,6,zgfiy52m,sep27-2:30-4subj,,,,,0
3,3myxq3j1,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:06:25.083255+00:00,1,,,610,3,"{""1403327"":""Reject"",""1455164"":""Reject"",""1490388"":""Reject"",""1524519"":""Reject"",""1696113"":""Reject"",""2080779"":""Reject"",""2218127"":""Reject"",""2794783"":""Reject"",""2826396"":""Reject"",""3236738"":""Approve""}","{""1403327"":""Reject"",""1455164"":""Approve"",""1490388"":""Reject"",""1524519"":""Approve"",""1696113"":""Reject"",""2080779"":""Reject"",""2218127"":""Approve"",""2794783"":""Approve"",""2826396"":""Approve"",""3236738"":""Approve""}","{""1403327"":""Reject"",""1455164"":""Reject"",""1490388"":""Reject"",""1524519"":""Reject"",""1696113"":""Reject"",""2080779"":""Reject"",""2218127"":""Reject"",""2794783"":""Reject"",""2826396"":""Reject"",""3236738"":""Approve""}",,50,"{""3236738"": 10, ""1524519"": 0, ""1403327"": 10, ""2826396"": 10, ""1455164"": 0, ""1696113"": 0, ""2794783"": 0, ""1490388"": 0, ""2218127"": 10, ""2080779"": 10}",166,166,50,1,166,6,zgfiy52m,sep27-2:30-4subj,,,,,0
4,h6ccbgq7,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:01.342991+00:00,1,,,430,4,"{""1403327"":""Approve"",""1455164"":""Approve"",""1490388"":""Approve"",""1524519"":""Approve"",""1696113"":""Approve"",""2080779"":""Approve"",""2218127"":""Approve"",""2794783"":""Approve"",""2826396"":""Reject"",""3236738"":""Reject""}","{""1403327"":""Approve"",""1455164"":""Approve"",""1490388"":""Approve"",""1524519"":""Approve"",""1696113"":""Approve"",""2080779"":""Approve"",""2218127"":""Approve"",""2794783"":""Approve"",""2826396"":""Reject"",""3236738"":""Reject""}",{},,30,"{""3236738"": 0, ""1524519"": 10, ""1403327"": -10, ""2826396"": 10, ""1455164"": 10, ""1696113"": 10, ""2794783"": 10, ""1490388"": 10, ""2218127"": -10, ""2080779"": -10}",166,166,30,1,166,6,zgfiy52m,sep27-2:30-4subj,,,,,0
5,lbhq3fy6,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:05:53.049927+00:00,1,,,0,5,{},{},{},,0,{},166,166,0,1,166,6,zgfiy52m,sep27-2:30-4subj,,,,,0
6,u72dcyga,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-27 18:06:47.931118+00:00,1,,,0,6,{},{},{},,0,{},166,166,0,1,166,6,zgfiy52m,sep27-2:30-4subj,,,,,0
1,yg85x5wp,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-27 18:05:24.997829+00:00,1,,,510,1,"{""1295173"":""Approve"",""1343768"":""Approve"",""1416499"":""Approve"",""1446006"":""Approve"",""1549100"":""Reject"",""1593711"":""Reject"",""1608526"":""Approve"",""2089773"":""Approve"",""2217033"":""Reject"",""3296223"":""Approve""}","{""1295173"":""Approve"",""1343768"":""Approve"",""1416499"":""Approve"",""1446006"":""Approve"",""1549100"":""Reject"",""1593711"":""Reject"",""1608526"":""Approve"",""2089773"":""Approve"",""2217033"":""Reject"",""3296223"":""Approve""}",{},,80,"{""1549100"": 10, ""1593711"": 10, ""2217033"": 10, ""1416499"": 10, ""1446006"": 10, ""1295173"": 10, ""1608526"": 10, ""2089773"": -10, ""1343768"": 10, ""3296223"": 10}",167,167,80,1,167,7,zgfiy52m,sep27-2:30-4subj,,,,,0
