"","round","loan_id","p1_dec","p2_dec","p3_dec","p4_dec","p5_dec","p6_dec","p7_dec","p8_dec","p9_dec","p10_dec"
"599",8,"3054732","Approve","Reject","Approve","Approve","Approve","Approve","Approve","Approve",NA,NA
"600",8,"3064937","Approve","Reject","Approve","Approve","Approve","Approve","Approve","Reject",NA,NA
"601",9,"1475237","Approve","Reject","Reject","Approve","Reject","Approve","Reject","Reject",NA,NA
"602",9,"1600579","Approve","Approve","Approve","Approve","Approve","Approve","Approve","Approve",NA,NA
"603",9,"1678556","Approve","Reject","Approve","Approve","Approve","Reject","Reject","Reject",NA,NA
"604",9,"2373125","Reject","Reject","Reject","Reject","Reject","Reject","Reject","Reject",NA,NA
"605",9,"2635597","Reject","Reject","Approve","Reject","Approve","Approve","Reject","Approve",NA,NA
"606",9,"2644637","Reject","Reject","Approve","Reject","Approve","Approve","Reject","Approve",NA,NA
"607",9,"2836821","Reject","Reject","Approve","Reject","Approve","Approve","Reject","Approve",NA,NA
"608",9,"2974581","Reject","Reject","Approve","Reject","Approve","Approve","Reject","Approve",NA,NA
"609",9,"3056242","Approve","Reject","Approve","Approve","Approve","Reject","Reject","Approve",NA,NA
"610",9,"3239736","Approve","Approve","Reject","Approve","Approve","Approve","Approve","Approve",NA,NA
"611",10,"1290462","Approve","Reject","Approve","Approve","Reject","Reject","Reject","Reject",NA,NA
"612",10,"1328666","Approve","Reject","Approve","Approve","Approve","Approve","Approve","Approve",NA,NA
"613",10,"1427798","Approve","Reject","Reject","Approve","Reject","Reject","Approve","Approve",NA,NA
"614",10,"1454668","Approve","Reject","Approve","Approve","Approve","Reject","Approve","Approve",NA,NA
"615",10,"1508682","Reject","Reject","Approve","Approve","Reject","Approve","Reject","Approve",NA,NA
"616",10,"1528128","Reject","Reject","Reject","Reject","Reject","Reject","Reject","Reject",NA,NA
"617",10,"1592631","Reject","Reject","Approve","Approve","Approve","Approve","Approve","Approve",NA,NA
"618",10,"2604708","Reject","Reject","Approve","Approve","Approve","Approve","Reject","Approve",NA,NA
"619",10,"3151559","Reject","Reject","Approve","Approve","Approve","Approve","Approve","Approve",NA,NA
"620",10,"3157428","Approve","Reject","Approve","Approve","Approve","Approve","Reject","Approve",NA,NA
"621",1,"1334596",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"622",1,"1438057",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"623",1,"1439480",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"624",1,"1470353",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"625",1,"1529432",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"626",1,"1534293",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"627",1,"1625556",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"628",1,"1857226",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"629",1,"3158207",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"630",1,"3235599",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"631",2,"1227988",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"632",2,"1325134",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"633",2,"1347768",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"634",2,"1508178",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"635",2,"1531491",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"636",2,"1683861",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"637",2,"1866661",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"638",2,"2175528",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"639",2,"3105437",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"640",2,"3154245",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"641",3,"1358466",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"642",3,"1530989",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"643",3,"2215152",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"644",3,"2485187",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"645",3,"2794690",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"646",3,"3155053",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"647",3,"3155823",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"648",3,"3161131",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"649",3,"3198607",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"650",3,"3235332",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"651",4,"1282615",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"652",4,"1677240",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"653",4,"1687729",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"654",4,"1816424",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"655",4,"2309025",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"656",4,"2383131",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"657",4,"2836762",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"658",4,"2905247",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"659",4,"3159632",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA
"660",4,"3163768",NA,"Reject",NA,NA,NA,NA,NA,NA,NA,NA
"661",1,"1334596","Reject","Reject","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"662",1,"1438057","Reject","Reject",NA,NA,"Reject","Reject",NA,NA,NA,NA
"663",1,"1439480","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"664",1,"1470353","Approve","Approve","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"665",1,"1529432","Approve","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"666",1,"1534293","Approve","Approve","Approve",NA,"Approve","Reject",NA,NA,NA,NA
"667",1,"1625556","Approve","Reject","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"668",1,"1857226","Approve","Approve","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"669",1,"3158207","Reject","Reject","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"670",1,"3235599","Reject","Reject","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"671",2,"1227988","Reject","Reject","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"672",2,"1325134","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"673",2,"1347768","Approve","Approve","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"674",2,"1508178","Approve","Reject","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"675",2,"1531491","Reject","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"676",2,"1683861","Reject","Reject","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"677",2,"1866661","Approve","Reject","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"678",2,"2175528","Approve","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"679",2,"3105437","Reject","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"680",2,"3154245","Reject","Approve","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"681",3,"1358466","Reject","Reject","Reject",NA,"Approve","Reject",NA,NA,NA,NA
"682",3,"1530989","Reject","Approve","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"683",3,"2215152","Reject","Reject","Approve",NA,"Approve","Reject",NA,NA,NA,NA
"684",3,"2485187","Approve","Approve","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"685",3,"2794690","Approve","Approve","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"686",3,"3155053","Reject","Reject","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"687",3,"3155823","Approve","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"688",3,"3161131","Reject","Reject","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"689",3,"3198607","Approve","Approve","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"690",3,"3235332","Approve","Approve","Reject",NA,"Approve","Approve",NA,NA,NA,NA
"691",4,"1282615","Reject","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"692",4,"1677240","Approve","Approve","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"693",4,"1687729","Reject","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"694",4,"1816424","Reject","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"695",4,"2309025","Reject","Approve","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"696",4,"2383131","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"697",4,"2836762","Approve","Approve","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"698",4,"2905247","Approve","Approve","Reject",NA,"Approve","Approve",NA,NA,NA,NA
"699",4,"3159632","Approve","Approve","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"700",4,"3163768","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"701",5,"1286676","Reject","Reject","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"702",5,"1411592","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"703",5,"1468720","Approve","Approve","Reject",NA,"Approve","Reject",NA,NA,NA,NA
"704",5,"1587833","Reject","Approve","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"705",5,"1600462","Approve","Reject","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"706",5,"1608199","Approve","Approve","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"707",5,"2365728","Approve","Reject","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"708",5,"2379196","Approve","Reject","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"709",5,"3160349","Approve","Reject","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"710",5,"3265412","Approve","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"711",6,"1403327","Reject","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"712",6,"1455164","Reject","Approve","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"713",6,"1490388","Approve","Approve","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"714",6,"1524519","Approve","Approve","Reject",NA,"Approve","Approve",NA,NA,NA,NA
"715",6,"1696113","Approve","Approve","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"716",6,"2080779","Reject","Reject","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"717",6,"2218127","Approve","Reject","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"718",6,"2794783","Reject","Approve","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"719",6,"2826396","Approve","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"720",6,"3236738","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"721",7,"1295173","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"722",7,"1343768","Approve","Approve","Approve",NA,"Approve","Reject",NA,NA,NA,NA
"723",7,"1416499","Approve","Approve","Approve",NA,"Approve","Reject",NA,NA,NA,NA
"724",7,"1446006","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"725",7,"1549100","Reject","Reject","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"726",7,"1593711","Approve","Approve","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"727",7,"1608526","Approve","Reject","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"728",7,"2089773","Approve","Approve","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"729",7,"2217033","Reject","Reject","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"730",7,"3296223","Approve","Approve","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"731",8,"1313388","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"732",8,"1318579","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"733",8,"1428542","Reject","Approve","Reject",NA,"Approve","Reject",NA,NA,NA,NA
"734",8,"1510063","Reject","Reject","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"735",8,"1544722","Approve","Reject","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"736",8,"1559058","Approve","Approve","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"737",8,"1618903","Approve","Reject","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"738",8,"2380536","Approve","Approve","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"739",8,"3054732","Reject","Approve","Approve",NA,"Approve","Reject",NA,NA,NA,NA
"740",8,"3064937","Approve","Approve","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"741",9,"1475237","Reject","Approve","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"742",9,"1600579","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"743",9,"1678556","Approve","Approve","Approve",NA,"Reject","Reject",NA,NA,NA,NA
"744",9,"2373125","Reject","Reject","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"745",9,"2635597","Approve","Approve","Reject",NA,"Approve","Reject",NA,NA,NA,NA
"746",9,"2644637","Approve","Reject","Reject",NA,"Approve","Approve",NA,NA,NA,NA
"747",9,"2836821","Approve","Approve","Reject",NA,"Approve","Reject",NA,NA,NA,NA
"748",9,"2974581","Approve","Approve","Approve",NA,"Approve","Reject",NA,NA,NA,NA
"749",9,"3056242","Approve","Approve","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"750",9,"3239736","Approve","Approve","Reject",NA,"Approve","Reject",NA,NA,NA,NA
"751",10,"1290462","Reject","Reject","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"752",10,"1328666","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"753",10,"1427798","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"754",10,"1454668","Approve","Approve","Approve",NA,"Approve","Approve",NA,NA,NA,NA
"755",10,"1508682","Approve","Approve","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"756",10,"1528128","Approve","Reject","Reject",NA,"Reject","Reject",NA,NA,NA,NA
"757",10,"1592631","Approve","Approve","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"758",10,"2604708","Approve","Reject","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"759",10,"3151559","Approve","Reject","Approve",NA,"Reject","Approve",NA,NA,NA,NA
"760",10,"3157428","Approve","Approve","Reject",NA,"Reject","Approve",NA,NA,NA,NA
"761",1,"1334596","Reject",NA,"Reject","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"762",1,"1438057","Reject",NA,"Reject","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"763",1,"1439480","Approve",NA,"Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"764",1,"1470353","Reject",NA,"Reject","Reject","Reject","Reject","Reject",NA,"Reject","Approve"
"765",1,"1529432","Reject",NA,"Reject","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"766",1,"1534293","Approve","Approve","Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"767",1,"1625556","Reject","Reject","Reject","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"768",1,"1857226","Reject","Reject","Reject","Reject","Reject","Reject","Reject",NA,"Approve","Reject"
"769",1,"3158207","Reject","Reject","Reject","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"770",1,"3235599","Reject",NA,"Reject","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"771",2,"1227988","Reject","Reject","Approve","Reject","Reject","Approve","Reject",NA,"Reject","Reject"
"772",2,"1325134","Approve","Reject","Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"773",2,"1347768","Reject","Reject","Reject","Reject","Reject","Approve","Reject",NA,"Reject","Reject"
"774",2,"1508178","Reject","Reject","Reject","Reject","Reject","Reject","Reject",NA,"Approve","Approve"
"775",2,"1531491","Approve","Approve","Approve","Reject","Reject","Reject","Reject",NA,"Approve","Reject"
"776",2,"1683861","Reject","Reject","Reject","Reject","Reject","Approve","Reject",NA,"Reject","Reject"
"777",2,"1866661","Approve","Reject","Approve","Reject","Reject","Reject","Reject",NA,"Approve","Reject"
"778",2,"2175528","Reject","Reject","Reject","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"779",2,"3105437","Reject","Reject","Reject","Reject","Reject","Reject","Reject",NA,"Reject","Approve"
"780",2,"3154245","Approve","Reject","Approve","Reject","Reject","Reject","Approve",NA,"Approve","Approve"
"781",3,"1358466","Reject","Approve","Reject","Reject","Approve","Approve","Reject",NA,"Reject","Reject"
"782",3,"1530989","Approve","Reject","Approve","Reject","Approve","Reject","Reject",NA,"Reject","Approve"
"783",3,"2215152","Reject","Reject","Reject","Reject","Approve","Approve","Reject",NA,"Approve","Reject"
"784",3,"2485187","Approve","Approve","Approve","Reject","Approve","Approve","Approve",NA,"Approve","Approve"
"785",3,"2794690","Approve","Approve","Approve","Reject","Reject","Reject","Approve",NA,"Reject","Approve"
"786",3,"3155053","Reject","Reject","Approve","Reject","Reject",NA,"Reject",NA,"Reject","Approve"
"787",3,"3155823","Approve","Reject","Approve","Reject","Approve","Approve","Approve",NA,"Approve","Approve"
"788",3,"3161131","Reject","Reject","Reject","Reject","Approve","Approve","Reject",NA,"Reject","Reject"
"789",3,"3198607","Reject","Approve","Approve","Reject","Reject","Approve","Reject",NA,"Reject","Reject"
"790",3,"3235332","Reject","Approve","Approve","Reject","Approve","Approve","Approve",NA,"Approve","Approve"
"791",4,"1282615","Reject","Approve","Reject","Reject","Reject","Approve","Reject",NA,"Reject","Reject"
"792",4,"1677240","Approve","Approve","Approve","Reject","Approve","Reject","Approve",NA,"Approve","Approve"
"793",4,"1687729","Reject","Approve","Reject","Reject","Approve","Reject","Reject",NA,"Reject","Reject"
"794",4,"1816424","Reject","Reject","Approve","Reject","Approve","Reject","Reject",NA,"Reject","Reject"
"795",4,"2309025","Reject","Reject","Approve","Reject","Approve","Reject","Reject",NA,"Reject","Reject"
"796",4,"2383131","Approve","Approve","Reject","Reject","Approve","Approve","Reject",NA,"Approve","Reject"
"797",4,"2836762","Reject","Reject","Approve","Reject","Approve","Reject","Reject",NA,"Reject","Approve"
"798",4,"2905247","Approve","Approve","Approve","Reject","Approve","Reject","Approve",NA,"Approve","Approve"
"799",4,"3159632","Approve","Approve","Reject","Reject","Approve","Reject","Approve",NA,"Reject","Approve"
"800",4,"3163768","Approve","Approve","Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"801",5,"1286676","Reject","Reject","Reject","Reject","Approve","Reject","Reject",NA,"Reject","Reject"
"802",5,"1411592","Approve","Approve","Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"803",5,"1468720","Reject","Reject","Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"804",5,"1587833","Approve","Approve","Reject","Reject","Approve","Reject","Reject",NA,"Approve","Approve"
"805",5,"1600462","Approve","Reject","Approve","Reject","Reject","Reject","Reject",NA,"Approve","Reject"
"806",5,"1608199","Reject","Approve","Approve","Reject","Approve","Reject","Reject",NA,"Reject","Reject"
"807",5,"2365728","Approve","Approve","Approve","Reject","Approve","Reject","Reject",NA,"Approve","Approve"
"808",5,"2379196","Reject","Approve","Reject","Reject","Reject","Reject","Reject",NA,"Approve","Reject"
"809",5,"3160349","Reject","Approve","Approve","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"810",5,"3265412","Reject","Approve","Approve","Reject","Reject","Approve","Reject",NA,"Reject","Reject"
"811",6,"1403327","Reject","Reject","Reject","Reject","Approve","Approve","Reject",NA,"Reject","Reject"
"812",6,"1455164","Reject","Approve","Approve","Approve","Approve","Approve","Reject",NA,"Approve","Reject"
"813",6,"1490388","Reject","Reject","Reject","Reject","Approve","Reject","Reject",NA,"Approve","Approve"
"814",6,"1524519","Reject","Reject","Approve","Approve","Approve","Approve","Reject",NA,"Reject","Approve"
"815",6,"1696113","Reject","Approve","Approve","Reject","Approve","Reject","Approve",NA,"Approve","Reject"
"816",6,"2080779","Reject","Reject","Reject","Reject","Approve","Reject","Reject",NA,"Reject","Reject"
"817",6,"2218127","Approve","Approve","Approve","Reject","Approve","Reject","Reject",NA,"Reject","Reject"
"818",6,"2794783","Reject","Reject","Approve","Approve","Approve","Approve","Reject",NA,"Approve","Reject"
"819",6,"2826396","Approve",NA,"Reject","Reject","Approve","Reject","Reject",NA,"Reject","Reject"
"820",6,"3236738","Approve","Approve","Approve","Reject","Reject","Reject","Approve",NA,"Approve","Approve"
"821",7,"1295173","Approve","Approve","Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"822",7,"1343768","Approve","Approve","Reject","Reject","Approve","Approve","Approve",NA,"Approve","Reject"
"823",7,"1416499","Approve","Approve","Approve","Reject","Approve","Approve","Approve",NA,"Reject","Approve"
"824",7,"1446006","Approve","Approve","Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"825",7,"1549100","Reject","Reject","Reject","Reject","Reject","Reject","Reject",NA,"Reject","Approve"
"826",7,"1593711","Reject","Approve","Reject","Reject","Approve","Reject","Reject",NA,"Reject","Reject"
"827",7,"1608526","Reject","Approve","Approve","Reject","Reject","Approve","Reject",NA,"Approve","Approve"
"828",7,"2089773","Reject","Approve","Reject","Reject","Approve","Reject","Reject",NA,"Reject","Reject"
"829",7,"2217033","Reject","Approve","Reject","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"830",7,"3296223","Approve","Approve","Approve","Approve","Approve","Reject","Approve",NA,"Approve","Approve"
"831",8,"1313388","Approve","Approve","Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"832",8,"1318579","Approve","Approve","Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"833",8,"1428542","Reject","Approve","Reject","Reject","Approve","Approve","Reject",NA,"Reject","Reject"
"834",8,"1510063","Approve","Reject","Reject","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"835",8,"1544722","Approve","Reject","Approve","Approve","Reject","Reject","Approve",NA,"Approve","Approve"
"836",8,"1559058","Approve","Approve","Approve","Approve","Reject","Reject","Approve",NA,"Reject","Approve"
"837",8,"1618903","Approve","Reject","Approve","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"838",8,"2380536","Approve","Approve","Approve","Approve","Reject","Reject","Approve",NA,"Approve","Approve"
"839",8,"3054732","Approve","Approve","Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"840",8,"3064937","Approve","Approve","Reject","Approve","Approve","Reject","Approve",NA,"Reject","Reject"
"841",9,"1475237","Reject","Reject","Reject","Reject","Approve","Reject","Reject",NA,"Reject","Reject"
"842",9,"1600579","Approve","Approve","Approve","Approve","Approve","Approve","Approve",NA,"Approve","Approve"
"843",9,"1678556","Reject","Approve","Approve","Reject","Approve","Reject","Reject",NA,"Approve","Approve"
"844",9,"2373125","Reject","Reject","Reject","Reject","Reject","Reject","Reject",NA,"Reject","Reject"
"845",9,"2635597","Approve","Approve","Approve","Approve","Reject","Reject","Approve",NA,"Reject","Approve"
"846",9,"2644637","Approve","Approve","Approve","Approve","Reject","Approve","Approve",NA,"Reject","Approve"
"847",9,"2836821","Approve","Reject","Approve","Approve","Approve","Reject","Approve",NA,"Approve","Approve"
"848",9,"2974581","Approve","Approve","Reject","Approve","Reject","Reject","Approve",NA,"Approve","Approve"
"849",9,"3056242","Approve","Approve","Reject","Reject","Approve","Reject","Approve",NA,"Reject","Reject"
"850",9,"3239736","Approve","Approve","Approve","Approve","Reject","Approve","Approve",NA,"Approve","Reject"
"851",10,"1290462","Reject","Reject","Reject","Reject","Approve","Approve","Reject",NA,"Reject","Reject"
"852",10,"1328666","Approve","Approve","Reject","Approve","Approve","Approve","Approve",NA,"Reject","Approve"
"853",10,"1427798","Reject","Approve","Approve","Reject","Approve","Approve","Approve",NA,"Approve","Reject"
"854",10,"1454668","Approve","Approve","Reject","Approve","Approve","Reject","Approve",NA,"Reject","Reject"
"855",10,"1508682","Reject","Reject","Approve","Reject","Reject","Reject","Reject",NA,"Approve","Approve"
"856",10,"1528128","Reject","Reject","Reject","Reject","Approve","Reject","Reject",NA,"Reject","Approve"
"857",10,"1592631","Approve","Approve","Approve","Approve","Reject","Reject","Approve",NA,"Approve","Approve"
"858",10,"2604708","Approve","Approve","Approve","Approve","Reject","Reject","Approve",NA,"Reject","Approve"
"859",10,"3151559","Approve","Approve","Approve","Approve","Reject","Approve","Approve",NA,"Reject","Approve"
"860",10,"3157428","Approve","Approve","Approve","Approve","Reject","Approve","Approve",NA,"Approve","Approve"
"861",1,"1334596","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"862",1,"1438057","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"863",1,"1439480","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"864",1,"1470353","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"865",1,"1529432","Approve","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"866",1,"1534293","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"867",1,"1625556","Approve","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"868",1,"1857226","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"869",1,"3158207","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"870",1,"3235599","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"871",2,"1227988","Approve","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"872",2,"1325134","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"873",2,"1347768","Approve","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"874",2,"1508178","Reject","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"875",2,"1531491","Reject","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"876",2,"1683861","Reject","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"877",2,"1866661","Approve","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"878",2,"2175528","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"879",2,"3105437","Reject","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"880",2,"3154245","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"881",3,"1358466","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"882",3,"1530989","Approve","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"883",3,"2215152","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"884",3,"2485187","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"885",3,"2794690","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"886",3,"3155053","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"887",3,"3155823","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"888",3,"3161131","Reject","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"889",3,"3198607","Reject","Reject","Approve","Approve",NA,NA,NA,NA,NA,NA
"890",3,"3235332","Approve","Reject","Approve","Approve",NA,NA,NA,NA,NA,NA
"891",4,"1282615","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"892",4,"1677240","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"893",4,"1687729","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
